import time: self [us] | cumulative | imported package
import time:       329 |        329 |                                         litellm.litellm_core_utils.model_response_utils
import time:       326 |        326 |                                         litellm.litellm_core_utils.redact_messages
import time:       273 |        273 |                                         litellm.litellm_core_utils.thread_pool_executor
import time:       488 |        488 |                                         litellm.litellm_core_utils.exception_mapping_utils
import time:       307 |        307 |                                         litellm.litellm_core_utils.rules
import time:       812 |       2532 |                                       litellm.litellm_core_utils.streaming_handler
import time:      2208 |       9255 |                                     litellm.caching.caching_handler
import time:       347 |        347 |                                         litellm.litellm_core_utils.llm_cost_calc
import time:       943 |       1289 |                                       litellm.litellm_core_utils.llm_cost_calc.tool_call_cost_tracking
import time:       369 |        369 |                                       litellm.litellm_core_utils.llm_cost_calc.usage_object_transformation
import time:      1016 |       1016 |                                       litellm.litellm_core_utils.llm_cost_calc.utils
import time:       463 |        463 |                                       litellm.llms.anthropic.cost_calculation
import time:       334 |        334 |                                         litellm.llms.azure
import time:       459 |        792 |                                       litellm.llms.azure.cost_calculation
import time:       294 |        294 |                                         litellm.llms.azure_ai
import time:       428 |        721 |                                       litellm.llms.azure_ai.cost_calculator
import time:      1435 |       1435 |                                           litellm.llms.base_llm.search.transformation
import time:       353 |       1787 |                                         litellm.llms.base_llm.search
import time:        27 |       1814 |                                       litellm.llms.base_llm.search.transformation
import time:       354 |        354 |                                         litellm.llms.bedrock
import time:       479 |        832 |                                       litellm.llms.bedrock.cost_calculation
import time:       274 |        274 |                                         litellm.llms.databricks
import time:       417 |        690 |                                       litellm.llms.databricks.cost_calculator
import time:       276 |        276 |                                         litellm.llms.deepseek
import time:       384 |        659 |                                       litellm.llms.deepseek.cost_calculator
import time:       266 |        266 |                                         litellm.llms.fireworks_ai
import time:       435 |        700 |                                       litellm.llms.fireworks_ai.cost_calculator
import time:       271 |        271 |                                         litellm.llms.gemini
import time:       400 |        670 |                                       litellm.llms.gemini.cost_calculator
import time:       268 |        268 |                                         litellm.llms.lemonade
import time:       383 |        651 |                                       litellm.llms.lemonade.cost_calculator
import time:       257 |        257 |                                         litellm.llms.openai
import time:       459 |        715 |                                       litellm.llms.openai.cost_calculation
import time:       275 |        275 |                                         litellm.llms.perplexity
import time:       427 |        702 |                                       litellm.llms.perplexity.cost_calculator
import time:       262 |        262 |                                         litellm.llms.together_ai
import time:       410 |        672 |                                       litellm.llms.together_ai.cost_calculator
import time:       279 |        279 |                                         litellm.llms.vertex_ai
import time:       495 |        774 |                                       litellm.llms.vertex_ai.cost_calculator
import time:       269 |        269 |                                         litellm.llms.xai
import time:       407 |        676 |                                       litellm.llms.xai.cost_calculator
import time:       287 |        287 |                                         litellm.responses
import time:       794 |       1081 |                                       litellm.responses.utils
import time:      1087 |      16366 |                                     litellm.cost_calculator
import time:       304 |        304 |                                             litellm.integrations._types
import time:       869 |       1172 |                                           litellm.integrations._types.open_inference
import time:      1827 |       2998 |                                         litellm.integrations.opentelemetry
import time:       912 |       3910 |                                       litellm.integrations.agentops.agentops
import time:       455 |       4365 |                                     litellm.integrations.agentops
import time:       475 |        475 |                                         litellm.integrations.prompt_management_base
import time:       353 |        828 |                                       litellm.integrations.custom_prompt_management
import time:       521 |        521 |                                       litellm.types.integrations.anthropic_cache_control_hook
import time:       579 |       1926 |                                     litellm.integrations.anthropic_cache_control_hook
import time:       579 |        579 |                                             jinja2.bccache
import time:       752 |        752 |                                                 markupsafe._speedups
import time:       772 |       1523 |                                               markupsafe
import time:      1674 |       1674 |                                                 jinja2.utils
import time:      1599 |       3273 |                                               jinja2.nodes
import time:       558 |        558 |                                                 jinja2.exceptions
import time:       303 |        303 |                                                   jinja2.visitor
import time:       563 |        866 |                                                 jinja2.idtracking
import time:       352 |        352 |                                                 jinja2.optimizer
import time:      1272 |       3046 |                                               jinja2.compiler
import time:       658 |        658 |                                                   jinja2.async_utils
import time:      1102 |       1102 |                                                   jinja2.runtime
import time:      1347 |       3107 |                                                 jinja2.filters
import time:       628 |        628 |                                                 jinja2.tests
import time:       371 |       4105 |                                               jinja2.defaults
import time:       803 |        803 |                                                 jinja2._identifier
import time:      1618 |       2420 |                                               jinja2.lexer
import time:       962 |        962 |                                               jinja2.parser
import time:      1460 |      16788 |                                             jinja2.environment
import time:       775 |        775 |                                             jinja2.loaders
import time:       588 |      18729 |                                           jinja2
import time:       381 |        381 |                                           litellm.integrations.arize.arize_phoenix_client
import time:       691 |      19800 |                                         litellm.integrations.arize.arize_phoenix_prompt_manager
import time:       389 |      20188 |                                       litellm.integrations.arize
import time:       304 |        304 |                                           litellm.integrations.opentelemetry_utils
import time:       471 |        775 |                                         litellm.integrations.opentelemetry_utils.base_otel_llm_obs_attributes
import time:       487 |       1261 |                                       litellm.integrations.arize._utils
import time:       890 |        890 |                                       litellm.types.integrations.arize
import time:       482 |      22820 |                                     litellm.integrations.arize.arize
import time:       940 |        940 |                                     litellm.integrations.custom_guardrail
import time:       531 |        531 |                                           litellm.integrations.deepeval.api
import time:      2898 |       2898 |                                           litellm.integrations.deepeval.types
import time:       331 |        331 |                                           litellm.integrations.deepeval.utils
import time:       541 |       4299 |                                         litellm.integrations.deepeval.deepeval
import time:       393 |       4692 |                                       litellm.integrations.deepeval
import time:        39 |       4731 |                                     litellm.integrations.deepeval.deepeval
import time:       392 |        392 |                                     litellm.integrations.mlflow
import time:       525 |        525 |                                         litellm.litellm_core_utils.dd_tracing
import time:      1614 |       2139 |                                       litellm.llms.bedrock.base_aws_llm
import time:       436 |        436 |                                       litellm.types.integrations.base_health_check
import time:       498 |       3073 |                                     litellm.integrations.sqs
import time:       406 |        406 |                                     litellm.litellm_core_utils.get_litellm_params
import time:      2698 |       2698 |                                         litellm.llms.base_llm.ocr.transformation
import time:       373 |       3070 |                                       litellm.llms.base_llm.ocr
import time:        41 |       3110 |                                     litellm.llms.base_llm.ocr.transformation
import time:       343 |        343 |                                       litellm.types.containers
import time:      3257 |       3599 |                                     litellm.types.containers.main
import time:       334 |        334 |                                       litellm.types.videos
import time:      2293 |       2627 |                                     litellm.types.videos.main
import time:       504 |        504 |                                     litellm.integrations.argilla
import time:       839 |        839 |                                       litellm.types.integrations.arize_phoenix
import time:       428 |       1266 |                                     litellm.integrations.arize.arize_phoenix
import time:       402 |        402 |                                     litellm.integrations.athina
import time:       471 |        471 |                                         litellm.integrations.azure_sentinel.azure_sentinel
import time:       350 |        821 |                                       litellm.integrations.azure_sentinel
import time:        34 |        854 |                                     litellm.integrations.azure_sentinel.azure_sentinel
import time:       279 |        279 |                                       litellm.integrations.azure_storage
import time:      1041 |       1041 |                                         litellm.llms.openai.common_utils
import time:      1009 |       2050 |                                       litellm.llms.azure.common_utils
import time:       602 |       2929 |                                     litellm.integrations.azure_storage.azure_storage
import time:       487 |        487 |                                       litellm.integrations.datadog
import time:       307 |        307 |                                       litellm.integrations.datadog.datadog_mock_client
import time:       305 |        305 |                                       litellm.integrations.datadog.datadog_handler
import time:       360 |        360 |                                       litellm.integrations.additional_logging_utils
import time:       779 |       2238 |                                     litellm.integrations.datadog.datadog
import time:       931 |        931 |                                       litellm.types.integrations.datadog_llm_obs
import time:       610 |       1541 |                                     litellm.integrations.datadog.datadog_llm_obs
import time:       415 |        415 |                                       litellm.types.integrations.datadog_metrics
import time:       473 |        888 |                                     litellm.integrations.datadog.datadog_metrics
import time:       474 |        474 |                                             yaml.error
import time:       509 |        509 |                                             yaml.tokens
import time:       413 |        413 |                                             yaml.events
import time:       343 |        343 |                                             yaml.nodes
import time:      3222 |       3222 |                                               yaml.reader
import time:       779 |        779 |                                               yaml.scanner
import time:       451 |        451 |                                               yaml.parser
import time:       346 |        346 |                                               yaml.composer
import time:       889 |        889 |                                               yaml.constructor
import time:      1294 |       1294 |                                               yaml.resolver
import time:       483 |       7461 |                                             yaml.loader
import time:       557 |        557 |                                               yaml.emitter
import time:       367 |        367 |                                               yaml.serializer
import time:       486 |        486 |                                               yaml.representer
import time:       524 |       1932 |                                             yaml.dumper
import time:       778 |        778 |                                               yaml._yaml
import time:       467 |       1244 |                                             yaml.cyaml
import time:       718 |      13091 |                                           yaml
import time:       491 |      13582 |                                         litellm.integrations.dotprompt.prompt_manager
import time:       588 |      14170 |                                       litellm.integrations.dotprompt.dotprompt_manager
import time:       451 |      14620 |                                     litellm.integrations.dotprompt
import time:       409 |        409 |                                     litellm.integrations.dynamodb
import time:      1257 |       1257 |                                     litellm.integrations.galileo
import time:       368 |        368 |                                         litellm.proxy
import time:      2671 |       2671 |                                         litellm.types.integrations.slack_alerting
import time:       348 |        348 |                                           litellm.types.mcp_server
import time:      3532 |       3879 |                                         litellm.types.mcp_server.mcp_server_manager
import time:       425 |        425 |                                           litellm.proxy.types_utils
import time:       597 |       1021 |                                         litellm.proxy.types_utils.utils
import time:    248283 |     256220 |                                       litellm.proxy._types
import time:       587 |     256806 |                                     litellm.integrations.gcs_bucket.gcs_bucket
import time:       425 |        425 |                                       litellm.integrations.gcs_pubsub
import time:       643 |       1068 |                                     litellm.integrations.gcs_pubsub.pub_sub
import time:       353 |        353 |                                     litellm.integrations.greenscale
import time:       272 |        272 |                                       litellm.integrations.helicone_mock_client
import time:       369 |        641 |                                     litellm.integrations.helicone
import time:       554 |        554 |                                     litellm.integrations.humanloop
import time:       387 |        387 |                                     litellm.integrations.lago
import time:       317 |        317 |                                       litellm.integrations.langfuse
import time:       576 |        576 |                                         packaging
import time:      1833 |       2409 |                                       packaging.version
import time:       416 |        416 |                                       litellm.integrations.langfuse.langfuse_mock_client
import time:       375 |        375 |                                       litellm.types.integrations.langfuse
import time:       909 |       4424 |                                     litellm.integrations.langfuse.langfuse
import time:       376 |        376 |                                     litellm.integrations.langfuse.langfuse_handler
import time:       349 |        349 |                                       litellm.litellm_core_utils.asyncify
import time:       301 |        301 |                                         litellm.litellm_core_utils.specialty_caches
import time:       495 |        795 |                                       litellm.litellm_core_utils.specialty_caches.dynamic_logging_cache
import time:       546 |       1689 |                                     litellm.integrations.langfuse.langfuse_prompt_management
import time:       280 |        280 |                                       litellm.integrations.langsmith_mock_client
import time:      2370 |       2370 |                                       litellm.types.integrations.langsmith
import time:       536 |       3185 |                                     litellm.integrations.langsmith
import time:       484 |        484 |                                       litellm.integrations.litellm_agent.litellm_agent_model_resolver
import time:       432 |        915 |                                     litellm.integrations.litellm_agent
import time:       385 |        385 |                                     litellm.integrations.literal_ai
import time:       586 |        586 |                                     litellm.integrations.logfire_logger
import time:       373 |        373 |                                     litellm.integrations.lunary
import time:       335 |        335 |                                     litellm.integrations.openmeter
import time:       285 |        285 |                                       litellm.integrations.opik
import time:      1504 |       1504 |                                             configparser
import time:       332 |       1835 |                                           litellm.integrations.opik.utils
import time:       410 |        410 |                                           litellm.integrations.opik.opik_payload_builder.extractors
import time:      1379 |       1379 |                                             litellm.integrations.opik.opik_payload_builder.types
import time:       347 |       1726 |                                           litellm.integrations.opik.opik_payload_builder.payload_builders
import time:       459 |       4429 |                                         litellm.integrations.opik.opik_payload_builder.api
import time:       331 |       4759 |                                       litellm.integrations.opik.opik_payload_builder
import time:       480 |        480 |                                         opik
import time:        24 |        504 |                                       opik.api_objects
import time:       548 |       6094 |                                     litellm.integrations.opik.opik
import time:       304 |        304 |                                       litellm.integrations.posthog_mock_client
import time:       348 |        348 |                                       litellm.types.integrations.posthog
import time:       625 |       1276 |                                     litellm.integrations.posthog
import time:       352 |        352 |                                     litellm.integrations.prompt_layer
import time:       385 |        385 |                                     litellm.integrations.s3
import time:       672 |        672 |                                       litellm.types.integrations.s3_v2
import time:       518 |       1190 |                                     litellm.integrations.s3_v2
import time:       351 |        351 |                                     litellm.integrations.supabase
import time:       317 |        317 |                                     litellm.integrations.traceloop
import time:       299 |        299 |                                     litellm.litellm_core_utils.initialize_dynamic_callback_params
import time:       260 |        260 |                                         litellm_enterprise
import time:        15 |        275 |                                       litellm_enterprise.enterprise_callbacks
import time:        24 |        299 |                                     litellm_enterprise.enterprise_callbacks.callback_controls
import time:      3083 |     387160 |                                   litellm.litellm_core_utils.litellm_logging
import time:       366 |     387526 |                                 litellm.anthropic_beta_headers_manager
import time:      2049 |       2049 |                                 litellm.llms.anthropic.chat.transformation
import time:       920 |     390495 |                               litellm.llms.anthropic.chat.handler
import time:       370 |     390864 |                             litellm.llms.anthropic.chat
import time:        22 |     390886 |                           litellm.llms.anthropic.chat.transformation
import time:       431 |     393637 |                         litellm.llms.anthropic
import time:        24 |     393661 |                       litellm.llms.anthropic.common_utils
import time:       353 |        353 |                           litellm.llms.ai21
import time:       412 |        764 |                         litellm.llms.ai21.chat
import time:       274 |        274 |                           litellm.llms.openai_like.chat
import time:       290 |        290 |                             litellm.llms.openai.chat
import time:       946 |        946 |                               litellm.types.llms.databricks
import time:       359 |        359 |                               litellm.litellm_core_utils.llm_response_utils.get_headers
import time:       655 |       1959 |                             litellm.litellm_core_utils.llm_response_utils.convert_dict_to_response
import time:       351 |        351 |                             litellm.litellm_core_utils.prompt_templates.image_handling
import time:       392 |        392 |                             litellm.llms.base_llm.base_model_iterator
import time:       938 |       3928 |                           litellm.llms.openai.chat.gpt_transformation
import time:       492 |       4693 |                         litellm.llms.openai_like.chat.transformation
import time:       440 |       5896 |                       litellm.llms.ai21.chat.transformation
import time:       335 |        335 |                         litellm.llms.deprecated_providers
import time:       523 |        858 |                       litellm.llms.deprecated_providers.palm
import time:       392 |        392 |                       litellm.llms.deprecated_providers.aleph_alpha
import time:       457 |        457 |                       litellm.llms.gemini.common_utils
import time:       299 |        299 |                         litellm.llms.vertex_ai.vertex_embeddings
import time:       700 |        700 |                         litellm.llms.vertex_ai.vertex_embeddings.types
import time:      1168 |       2166 |                       litellm.llms.vertex_ai.vertex_embeddings.transformation
import time:       354 |        354 |                         litellm.llms.bedrock.embed
import time:      3480 |       3480 |                         litellm.types.llms.bedrock
import time:       504 |       4337 |                       litellm.llms.bedrock.embed.amazon_titan_v2_transformation
import time:       332 |        332 |                         litellm.llms.topaz
import time:       477 |        809 |                       litellm.llms.topaz.common_utils
import time:       351 |        351 |                       litellm.llms.xai.common_utils
import time:       329 |        329 |                           litellm.litellm_core_utils.audio_utils
import time:       801 |        801 |                           litellm.types.files
import time:      1037 |       2167 |                         litellm.litellm_core_utils.audio_utils.utils
import time:       391 |        391 |                         litellm.litellm_core_utils.get_provider_specific_headers
import time:       315 |        315 |                         litellm.litellm_core_utils.health_check_utils
import time:       296 |        296 |                         litellm.litellm_core_utils.mock_functions
import time:       317 |        317 |                             litellm.llms.bedrock.count_tokens
import time:       371 |        371 |                               litellm.llms.bedrock.count_tokens.transformation
import time:       310 |        680 |                             litellm.llms.bedrock.count_tokens.handler
import time:       475 |       1471 |                           litellm.llms.bedrock.count_tokens.bedrock_token_counter
import time:       641 |       2111 |                         litellm.llms.bedrock.common_utils
import time:       315 |        315 |                           litellm.llms.cohere
import time:       640 |        954 |                         litellm.llms.cohere.common_utils
import time:       442 |        442 |                         litellm.llms.openai.chat.gpt_5_transformation
import time:      3274 |       3274 |                           litellm.types.llms.vertex_ai
import time:       780 |       4054 |                         litellm.llms.vertex_ai.common_utils
import time:       421 |        421 |                           litellm.realtime_api
import time:       318 |        318 |                             litellm.llms.base_llm.realtime
import time:      3161 |       3161 |                             litellm.types.realtime
import time:       520 |       3998 |                           litellm.llms.base_llm.realtime.transformation
import time:       628 |        628 |                             litellm.litellm_core_utils.realtime_streaming
import time:       369 |        369 |                               litellm.llms.base_llm.containers
import time:       558 |        927 |                             litellm.llms.base_llm.containers.transformation
import time:       289 |        289 |                               litellm.llms.base_llm.files
import time:       925 |       1213 |                             litellm.llms.base_llm.files.transformation
import time:       330 |        330 |                               litellm.llms.base_llm.google_genai
import time:       594 |        923 |                             litellm.llms.base_llm.google_genai.transformation
import time:       291 |        291 |                               litellm.llms.base_llm.rerank
import time:       589 |        880 |                             litellm.llms.base_llm.rerank.transformation
import time:       302 |        302 |                               litellm.llms.base_llm.text_to_speech
import time:       607 |        909 |                             litellm.llms.base_llm.text_to_speech.transformation
import time:       307 |        307 |                               litellm.llms.base_llm.vector_store
import time:      4937 |       4937 |                               litellm.types.vector_stores
import time:       568 |       5811 |                             litellm.llms.base_llm.vector_store.transformation
import time:       415 |        415 |                               litellm.llms.base_llm.vector_store_files
import time:      1244 |       1244 |                               litellm.types.vector_store_files
import time:       645 |       2303 |                             litellm.llms.base_llm.vector_store_files.transformation
import time:       332 |        332 |                               litellm.llms.base_llm.videos
import time:       600 |        932 |                             litellm.llms.base_llm.videos.transformation
import time:       997 |        997 |                             litellm.responses.streaming_iterator
import time:      3188 |      18706 |                           litellm.llms.custom_httpx.llm_http_handler
import time:       375 |        375 |                             litellm.llms.azure.realtime
import time:       477 |        477 |                                     litellm.llms.openai.image_generation.dall_e_2_transformation
import time:       383 |        383 |                                     litellm.llms.openai.image_generation.dall_e_3_transformation
import time:       332 |        332 |                                     litellm.llms.openai.image_generation.gpt_transformation
import time:       267 |        267 |                                           litellm.llms.base_llm.guardrail_translation
import time:       536 |        803 |                                         litellm.llms.base_llm.guardrail_translation.base_translation
import time:       444 |       1247 |                                       litellm.llms.openai.image_generation.guardrail_translation.handler
import time:       336 |       1582 |                                     litellm.llms.openai.image_generation.guardrail_translation
import time:       379 |       3151 |                                   litellm.llms.openai.image_generation
import time:       450 |       3601 |                                 litellm.llms.azure.image_generation.dall_e_2_transformation
import time:       335 |        335 |                                 litellm.llms.azure.image_generation.dall_e_3_transformation
import time:       312 |        312 |                                 litellm.llms.azure.image_generation.gpt_transformation
import time:       414 |       4660 |                               litellm.llms.azure.image_generation
import time:       825 |       5485 |                             litellm.llms.azure.azure
import time:       532 |       6391 |                           litellm.llms.azure.realtime.handler
import time:       334 |        334 |                             litellm.llms.bedrock.realtime
import time:      1271 |       1271 |                             litellm.llms.bedrock.realtime.transformation
import time:       885 |       2489 |                           litellm.llms.bedrock.realtime.handler
import time:       350 |        350 |                             litellm.llms.openai.realtime
import time:       649 |        649 |                                         jinja2.sandbox
import time:       466 |        466 |                                         litellm.types.llms.ollama
import time:       812 |        812 |                                         litellm.types.llms.cohere
import time:      1531 |       3457 |                                       litellm.litellm_core_utils.prompt_templates.factory
import time:      1249 |       1249 |                                       litellm.llms.bedrock.chat.converse_transformation
import time:       336 |        336 |                                         litellm.llms.bedrock.chat.invoke_transformations
import time:      3432 |       3432 |                                               litellm.passthrough.utils
import time:      1214 |       4646 |                                             litellm.passthrough.main
import time:       331 |       4977 |                                           litellm.passthrough
import time:        26 |       5002 |                                         litellm.passthrough.utils
import time:       565 |       5902 |                                       litellm.llms.bedrock.chat.invoke_transformations.amazon_openai_transformation
import time:      1302 |      11909 |                                     litellm.llms.bedrock.chat.invoke_handler
import time:       592 |      12501 |                                   litellm.llms.bedrock.chat.converse_handler
import time:       486 |      12987 |                                 litellm.llms.bedrock.chat
import time:        41 |      13027 |                               litellm.llms.bedrock.chat.invoke_handler
import time:       718 |        718 |                               litellm.llms.openai.chat.o_series_transformation
import time:      4602 |      18346 |                             litellm.llms.openai.openai
import time:       532 |      19228 |                           litellm.llms.openai.realtime.handler
import time:       450 |        450 |                             litellm.llms.vertex_ai.realtime
import time:       318 |        318 |                               litellm.llms.gemini.realtime
import time:       348 |        348 |                                 litellm.llms.vertex_ai.gemini
import time:      5077 |       5077 |                                 litellm.types.llms.gemini
import time:       645 |        645 |                                 litellm.llms.vertex_ai.vertex_llm_base
import time:       729 |        729 |                                 litellm.llms.vertex_ai.gemini.transformation
import time:      2031 |       8827 |                               litellm.llms.vertex_ai.gemini.vertex_and_google_ai_studio_gemini
import time:       369 |        369 |                                 litellm.responses.litellm_completion_transformation
import time:       345 |        345 |                                     litellm.proxy.spend_tracking
import time:       578 |        923 |                                   litellm.proxy.spend_tracking.cold_storage_handler
import time:       615 |       1538 |                                 litellm.responses.litellm_completion_transformation.session_handler
import time:      1561 |       3467 |                               litellm.responses.litellm_completion_transformation.transformation
import time:       943 |      13554 |                             litellm.llms.gemini.realtime.transformation
import time:       539 |      14542 |                           litellm.llms.vertex_ai.realtime.transformation
import time:       418 |        418 |                               litellm.llms.xai.realtime.handler
import time:       436 |        854 |                             litellm.llms.xai.realtime
import time:        26 |        879 |                           litellm.llms.xai.realtime.handler
import time:       778 |      67428 |                         litellm.realtime_api.main
import time:       341 |        341 |                         litellm.litellm_core_utils.fallback_utils
import time:       568 |        568 |                         litellm.litellm_core_utils.streaming_chunk_builder_utils
import time:       454 |        454 |                         litellm.llms.azure.audio_transcriptions
import time:       302 |        302 |                           litellm.llms.azure.chat
import time:       565 |        866 |                         litellm.llms.azure.chat.o_series_handler
import time:       287 |        287 |                           litellm.llms.azure.completion
import time:       617 |        617 |                             litellm.llms.openai.completion
import time:       311 |        311 |                             litellm.llms.openai.completion.utils
import time:       586 |       1514 |                           litellm.llms.openai.completion.transformation
import time:       549 |       2349 |                         litellm.llms.azure.completion.handler
import time:       376 |        376 |                               litellm.llms.azure_ai.anthropic.transformation
import time:       467 |        843 |                             litellm.llms.azure_ai.anthropic.handler
import time:       337 |        337 |                                   litellm.llms.anthropic.experimental_pass_through
import time:       470 |        806 |                                 litellm.llms.anthropic.experimental_pass_through.messages
import time:       406 |        406 |                                 litellm.types.llms.anthropic_tool_search
import time:       610 |       1821 |                               litellm.llms.anthropic.experimental_pass_through.messages.transformation
import time:       341 |       2162 |                             litellm.llms.azure_ai.anthropic.messages_transformation
import time:       400 |       3403 |                           litellm.llms.azure_ai.anthropic
import time:        24 |       3427 |                         litellm.llms.azure_ai.anthropic.handler
import time:       392 |        392 |                             litellm.types.llms.azure_ai
import time:       330 |        330 |                             litellm.llms.azure_ai.embed.cohere_transformation
import time:       520 |       1242 |                           litellm.llms.azure_ai.embed.handler
import time:       341 |       1582 |                         litellm.llms.azure_ai.embed
import time:       301 |        301 |                             litellm.llms.cohere.embed
import time:       348 |        348 |                             litellm.llms.cohere.embed.v1_transformation
import time:       527 |       1175 |                           litellm.llms.cohere.embed.handler
import time:       422 |        422 |                           litellm.llms.bedrock.embed.amazon_nova_transformation
import time:       328 |        328 |                           litellm.llms.bedrock.embed.amazon_titan_g1_transformation
import time:       328 |        328 |                           litellm.llms.bedrock.embed.amazon_titan_multimodal_transformation
import time:       445 |        445 |                             litellm.llms.cohere.embed.transformation
import time:       304 |        748 |                           litellm.llms.bedrock.embed.cohere_transformation
import time:       406 |        406 |                           litellm.llms.bedrock.embed.twelvelabs_marengo_transformation
import time:       537 |       3941 |                         litellm.llms.bedrock.embed.embedding
import time:      1048 |       1048 |                                 litellm.types.llms.stability
import time:       529 |       1576 |                               litellm.llms.bedrock.image_edit.stability_transformation
import time:      1275 |       2851 |                             litellm.llms.bedrock.image_edit.handler
import time:       398 |       3249 |                           litellm.llms.bedrock.image_edit
import time:        25 |       3273 |                         litellm.llms.bedrock.image_edit.handler
import time:       349 |        349 |                           litellm.llms.bedrock.image_generation
import time:       415 |        415 |                           litellm.llms.bedrock.image_generation.amazon_nova_canvas_transformation
import time:       376 |        376 |                           litellm.llms.bedrock.image_generation.amazon_stability1_transformation
import time:       326 |        326 |                           litellm.llms.bedrock.image_generation.amazon_stability3_transformation
import time:       343 |        343 |                           litellm.llms.bedrock.image_generation.amazon_titan_transformation
import time:      1084 |       2890 |                         litellm.llms.bedrock.image_generation.image_handler
import time:       338 |        338 |                             litellm.llms.bytez
import time:       427 |        764 |                           litellm.llms.bytez.chat
import time:       334 |        334 |                           litellm.llms.bytez.common_utils
import time:       620 |       1718 |                         litellm.llms.bytez.chat.transformation
import time:       547 |        547 |                             litellm.llms.clarifai
import time:       426 |        972 |                           litellm.llms.clarifai.chat
import time:       510 |       1482 |                         litellm.llms.clarifai.chat.transformation
import time:       299 |        299 |                             litellm.llms.codestral
import time:       404 |        702 |                           litellm.llms.codestral.completion
import time:       603 |       1305 |                         litellm.llms.codestral.completion.handler
import time:       294 |        294 |                             litellm.llms.base_llm.image_variations
import time:       497 |        790 |                           litellm.llms.base_llm.image_variations.transformation
import time:       552 |        552 |                           litellm.llms.custom_httpx.aiohttp_transport
import time:       552 |       1893 |                         litellm.llms.custom_httpx.aiohttp_handler
import time:       302 |        302 |                           litellm.llms.databricks.embed
import time:       273 |        273 |                             litellm.llms.openai_like.embedding
import time:       335 |        335 |                             litellm.llms.openai_like.common_utils
import time:       453 |       1060 |                           litellm.llms.openai_like.embedding.handler
import time:      1098 |       1098 |                           litellm.llms.databricks.common_utils
import time:       468 |       2926 |                         litellm.llms.databricks.embed.handler
import time:       320 |        320 |                             litellm.llms.groq
import time:       585 |        905 |                           litellm.llms.groq.chat
import time:       613 |        613 |                           litellm.llms.groq.chat.transformation
import time:       465 |        465 |                             litellm.llms.databricks.streaming_utils
import time:       502 |        967 |                           litellm.llms.openai_like.chat.handler
import time:       557 |       3040 |                         litellm.llms.groq.chat.handler
import time:       293 |        293 |                             litellm.llms.heroku
import time:       410 |        703 |                           litellm.llms.heroku.chat
import time:       486 |       1188 |                         litellm.llms.heroku.chat.transformation
import time:       288 |        288 |                             litellm.llms.huggingface
import time:       480 |        767 |                           litellm.llms.huggingface.embedding
import time:       406 |        406 |                           litellm.llms.huggingface.common_utils
import time:       565 |        565 |                           litellm.llms.huggingface.embedding.transformation
import time:       636 |       2373 |                         litellm.llms.huggingface.embedding.handler
import time:       324 |        324 |                           litellm.llms.lemonade.chat
import time:       511 |        835 |                         litellm.llms.lemonade.chat.transformation
import time:       283 |        283 |                             litellm.llms.nlp_cloud
import time:       434 |        716 |                           litellm.llms.nlp_cloud.chat
import time:       295 |        295 |                             litellm.llms.nlp_cloud.common_utils
import time:       370 |        665 |                           litellm.llms.nlp_cloud.chat.transformation
